p_partkey,p_name,p_mfgr,p_brand,p_type,p_size,p_container,p_retailprice,p_comment
40617,almond lavender chartreuse burnished tomato,Manufacturer#1,Brand#14,LARGE BRUSHED COPPER,18,WRAP DRUM,1557.61,ular foxes us
40618,aquamarine turquoise chiffon powder thistle,Manufacturer#1,Brand#15,ECONOMY PLATED COPPER,21,MED CASE,1558.61,azzle sp
40619,midnight frosted lace magenta wheat,Manufacturer#5,Brand#53,SMALL BURNISHED STEEL,19,WRAP BAG,1559.61,"r, express "
40620,chartreuse smoke seashell powder khaki,Manufacturer#4,Brand#42,MEDIUM PLATED COPPER,24,SM PACK,1560.62,blithely
40621,rose frosted navy magenta peru,Manufacturer#5,Brand#51,MEDIUM ANODIZED STEEL,6,SM BAG,1561.62,ackag
40622,steel sienna cream aquamarine wheat,Manufacturer#2,Brand#22,STANDARD BRUSHED COPPER,14,LG DRUM,1562.62,the slyl
40623,ivory olive seashell orchid khaki,Manufacturer#1,Brand#11,ECONOMY PLATED BRASS,5,LG JAR,1563.62,ts use
40624,blue purple slate chartreuse brown,Manufacturer#5,Brand#51,SMALL PLATED BRASS,47,JUMBO PACK,1564.62,inal pinto beans boost
40625,almond sienna yellow bisque royal,Manufacturer#1,Brand#14,ECONOMY BRUSHED COPPER,46,LG PKG,1565.62,ounts are carefully re
40626,lime rose blush sky blue,Manufacturer#5,Brand#53,MEDIUM PLATED TIN,18,JUMBO CASE,1566.62,bove the
40627,dodger cream almond salmon smoke,Manufacturer#1,Brand#11,SMALL POLISHED STEEL,12,MED BOX,1567.62,ly final packages caj
40628,cream mint lavender rosy pale,Manufacturer#5,Brand#55,SMALL BRUSHED TIN,5,JUMBO DRUM,1568.62,l Tiresias. blith
40629,tan sienna honeydew forest grey,Manufacturer#4,Brand#41,STANDARD POLISHED NICKEL,1,LG CAN,1569.62,y along the sl
40630,royal cyan light chartreuse dark,Manufacturer#4,Brand#41,ECONOMY POLISHED NICKEL,41,WRAP JAR,1570.63,usual dinos wa
40631,frosted seashell snow dark sienna,Manufacturer#5,Brand#53,PROMO BRUSHED STEEL,4,WRAP CASE,1571.63,ent packages at the s
40632,deep thistle violet plum firebrick,Manufacturer#5,Brand#53,MEDIUM BURNISHED BRASS,32,WRAP CASE,1572.63,y ironic requests
40633,ghost honeydew misty wheat orange,Manufacturer#2,Brand#25,ECONOMY BRUSHED STEEL,2,WRAP PACK,1573.63, boost bli
40634,cream linen navajo pale steel,Manufacturer#1,Brand#11,LARGE ANODIZED TIN,19,WRAP DRUM,1574.63,. caref
40635,slate hot ghost moccasin misty,Manufacturer#4,Brand#42,ECONOMY BRUSHED TIN,29,WRAP BOX,1575.63,heodolite
40636,purple violet lime lawn papaya,Manufacturer#4,Brand#44,SMALL POLISHED STEEL,5,SM CAN,1576.63,fully. 
40637,dim burlywood burnished spring light,Manufacturer#2,Brand#22,MEDIUM BURNISHED TIN,9,JUMBO BAG,1577.63,posits affi
40638,metallic chocolate saddle smoke lemon,Manufacturer#4,Brand#43,MEDIUM BURNISHED COPPER,32,SM BAG,1578.63,al pinto b
40639,salmon papaya dim orchid steel,Manufacturer#1,Brand#12,ECONOMY ANODIZED COPPER,40,JUMBO BAG,1579.63,ckly. quickly speci
40640,bisque spring wheat honeydew tomato,Manufacturer#2,Brand#25,MEDIUM BURNISHED NICKEL,39,LG BAG,1580.64,ts. quickly fi
40641,blue firebrick seashell salmon mint,Manufacturer#5,Brand#54,SMALL ANODIZED TIN,3,MED PKG,1581.64,e against the i
40642,cornflower turquoise ivory sandy tan,Manufacturer#1,Brand#12,SMALL BRUSHED BRASS,41,JUMBO BOX,1582.64,s haggle i
40643,cyan burlywood coral peru misty,Manufacturer#3,Brand#34,PROMO BURNISHED STEEL,38,MED CAN,1583.64,cajole quickly
40644,lace dim snow purple black,Manufacturer#5,Brand#54,STANDARD BURNISHED TIN,39,LG JAR,1584.64, quic
40645,linen sky burnished honeydew midnight,Manufacturer#1,Brand#15,LARGE POLISHED COPPER,18,SM PKG,1585.64,ccounts. furiously re
40646,lawn almond antique azure blue,Manufacturer#3,Brand#31,SMALL BURNISHED TIN,6,MED CASE,1586.64,above th
40647,medium purple smoke lemon midnight,Manufacturer#1,Brand#12,STANDARD BURNISHED TIN,4,SM DRUM,1587.64,en instructions affix.
40648,midnight salmon navajo red yellow,Manufacturer#1,Brand#14,ECONOMY BURNISHED COPPER,31,WRAP BAG,1588.64,s sleep unusual fo
40649,cornflower steel wheat azure snow,Manufacturer#1,Brand#12,LARGE POLISHED TIN,44,MED CAN,1589.64,s. carefully final 
40650,orchid firebrick rosy deep chartreuse,Manufacturer#1,Brand#11,MEDIUM BURNISHED TIN,3,SM CASE,1590.65, pending account
40651,burlywood seashell purple papaya ghost,Manufacturer#4,Brand#43,ECONOMY BURNISHED NICKEL,15,MED BAG,1591.65,ilent 
40652,chartreuse linen wheat ivory rosy,Manufacturer#3,Brand#34,LARGE BURNISHED STEEL,40,MED PKG,1592.65,ic req
40653,purple wheat lime salmon almond,Manufacturer#2,Brand#25,SMALL ANODIZED STEEL,34,JUMBO CASE,1593.65,the fluffily 
40654,plum tan metallic lawn spring,Manufacturer#2,Brand#21,PROMO ANODIZED BRASS,45,SM CASE,1594.65,ttainments
40655,red dark midnight khaki black,Manufacturer#4,Brand#42,ECONOMY BURNISHED BRASS,35,MED JAR,1595.65,ly even 
40656,papaya smoke pale violet steel,Manufacturer#3,Brand#31,LARGE POLISHED COPPER,27,JUMBO PACK,1596.65,uctions. 
40657,chiffon almond blush dodger sandy,Manufacturer#5,Brand#51,STANDARD BRUSHED TIN,44,SM JAR,1597.65,quickly 
40658,red ghost antique white deep,Manufacturer#4,Brand#41,STANDARD POLISHED NICKEL,19,JUMBO BOX,1598.65,ully final ideas. iron
40659,cream black coral brown snow,Manufacturer#4,Brand#45,ECONOMY BRUSHED TIN,34,MED CASE,1599.65, packages. requests u
40660,floral lavender peru dark burnished,Manufacturer#4,Brand#43,LARGE PLATED TIN,31,WRAP JAR,1600.66,ages. furiousl
40661,lime grey moccasin lemon cornflower,Manufacturer#2,Brand#24,LARGE ANODIZED BRASS,23,MED PKG,1601.66,structions. quic
40662,deep blue maroon floral wheat,Manufacturer#2,Brand#23,SMALL BURNISHED STEEL,30,LG CASE,1602.66,ccording to the fi
40663,wheat hot papaya burlywood thistle,Manufacturer#4,Brand#45,LARGE POLISHED NICKEL,47,MED JAR,1603.66,s nag f
40664,cornflower burlywood violet black orange,Manufacturer#2,Brand#24,ECONOMY BURNISHED BRASS,10,MED CASE,1604.66, excuses sle
40665,moccasin sienna cream sky turquoise,Manufacturer#2,Brand#24,ECONOMY BRUSHED BRASS,46,SM BOX,1605.66,g the slyly re
40666,ghost olive firebrick misty seashell,Manufacturer#4,Brand#43,LARGE ANODIZED STEEL,46,LG PACK,1606.66, requests cajo
40667,tan blue white olive frosted,Manufacturer#4,Brand#43,SMALL BRUSHED BRASS,49,MED JAR,1607.66,equests. theod
40668,light spring goldenrod dodger plum,Manufacturer#4,Brand#45,SMALL POLISHED TIN,13,MED PKG,1608.66,l ideas sleep
40669,peru ivory almond rosy burlywood,Manufacturer#5,Brand#54,PROMO PLATED TIN,18,MED BAG,1609.66,ar ideas poach
40670,violet floral metallic peru powder,Manufacturer#5,Brand#52,MEDIUM ANODIZED BRASS,8,SM BAG,1610.67,nic packages haggl
40671,saddle navajo royal pink orange,Manufacturer#3,Brand#35,LARGE PLATED TIN,2,WRAP JAR,1611.67, regular accounts. sl
40672,ghost slate wheat navajo indian,Manufacturer#5,Brand#53,MEDIUM BURNISHED BRASS,32,SM CASE,1612.67,usly ironic reques
40673,burnished navajo blush wheat puff,Manufacturer#3,Brand#32,ECONOMY PLATED NICKEL,13,WRAP CAN,1613.67,ts integ
40674,snow cream blush spring chartreuse,Manufacturer#5,Brand#53,LARGE ANODIZED TIN,15,MED BAG,1614.67,ions doze
40675,spring thistle burnished forest lemon,Manufacturer#4,Brand#44,MEDIUM BRUSHED BRASS,10,JUMBO DRUM,1615.67,ntain after th
40676,spring salmon aquamarine steel metallic,Manufacturer#2,Brand#24,PROMO POLISHED STEEL,34,MED PACK,1616.67,e slyly quickly final
40677,blush powder burnished white cyan,Manufacturer#4,Brand#42,LARGE POLISHED STEEL,6,LG DRUM,1617.67,ar instructi
40678,cornsilk slate blanched cornflower pale,Manufacturer#5,Brand#53,ECONOMY BURNISHED NICKEL,8,WRAP CAN,1618.67,lyly exp
40679,medium tomato goldenrod cyan burnished,Manufacturer#4,Brand#42,STANDARD BRUSHED TIN,38,JUMBO DRUM,1619.67,ncies sleep acros
40680,wheat gainsboro antique goldenrod seashell,Manufacturer#5,Brand#55,MEDIUM BRUSHED COPPER,49,WRAP BOX,1620.68,ites according to
40681,gainsboro peru lawn lime slate,Manufacturer#5,Brand#54,LARGE PLATED NICKEL,40,WRAP JAR,1621.68,ove the f
40682,yellow khaki rose seashell antique,Manufacturer#2,Brand#22,STANDARD POLISHED TIN,1,LG BOX,1622.68,fully
40683,thistle deep orchid white maroon,Manufacturer#2,Brand#23,LARGE PLATED STEEL,3,LG PKG,1623.68, the carefully i
40684,dark seashell misty lace powder,Manufacturer#3,Brand#35,LARGE BRUSHED BRASS,20,LG CAN,1624.68,iously bold pinto b
40685,green deep rose lawn chartreuse,Manufacturer#1,Brand#15,ECONOMY BRUSHED BRASS,35,MED BOX,1625.68,ely ac
40686,light snow deep mint steel,Manufacturer#3,Brand#31,ECONOMY BRUSHED BRASS,23,JUMBO CAN,1626.68, across the fluffil
40687,burlywood seashell tan midnight aquamarine,Manufacturer#5,Brand#51,PROMO BURNISHED NICKEL,25,LG CASE,1627.68,osits. s
40688,linen deep spring dark frosted,Manufacturer#2,Brand#23,SMALL PLATED COPPER,12,SM CASE,1628.68,regular accounts b
40689,firebrick ivory sky mint black,Manufacturer#2,Brand#24,STANDARD BRUSHED TIN,36,SM JAR,1629.68,y final requests a
40690,powder cornflower rosy hot khaki,Manufacturer#4,Brand#43,MEDIUM BRUSHED NICKEL,10,SM JAR,1630.69,ses. q
40691,medium deep plum sky seashell,Manufacturer#2,Brand#21,MEDIUM BRUSHED TIN,46,SM DRUM,1631.69,fily even id
40692,blue floral honeydew turquoise white,Manufacturer#5,Brand#54,MEDIUM ANODIZED BRASS,48,MED CAN,1632.69,ies. slyly special
40693,rosy almond orchid cream white,Manufacturer#5,Brand#54,ECONOMY POLISHED TIN,31,WRAP PKG,1633.69,y unusual courts wak
40694,wheat purple puff steel blush,Manufacturer#5,Brand#54,MEDIUM BURNISHED TIN,8,WRAP CASE,1634.69,y special instruc
40695,powder cream papaya salmon cornflower,Manufacturer#5,Brand#53,PROMO POLISHED NICKEL,3,MED CAN,1635.69,ly final packages 
40696,honeydew white red cornflower royal,Manufacturer#4,Brand#43,LARGE POLISHED STEEL,21,SM CAN,1636.69,es impres
40697,white misty dark coral aquamarine,Manufacturer#5,Brand#55,MEDIUM BRUSHED STEEL,14,JUMBO CASE,1637.69, according 
40698,cornflower rose light purple dim,Manufacturer#2,Brand#25,MEDIUM ANODIZED TIN,10,WRAP CAN,1638.69, along the
40699,rose sienna moccasin purple maroon,Manufacturer#2,Brand#24,PROMO POLISHED TIN,16,MED BAG,1639.69,fluff
40700,sandy dim blanched navajo royal,Manufacturer#2,Brand#22,ECONOMY BURNISHED NICKEL,8,SM PACK,1640.70,ickly special 
40701,firebrick grey bisque cornsilk drab,Manufacturer#5,Brand#52,MEDIUM POLISHED COPPER,38,WRAP DRUM,1641.70,accordin
40702,royal ghost sandy turquoise orange,Manufacturer#3,Brand#32,MEDIUM ANODIZED COPPER,47,JUMBO BAG,1642.70,ecial pa
40703,indian misty steel burlywood lace,Manufacturer#3,Brand#35,SMALL PLATED STEEL,17,WRAP BOX,1643.70,ly even di
40704,almond yellow wheat moccasin olive,Manufacturer#4,Brand#42,MEDIUM POLISHED COPPER,44,JUMBO CASE,1644.70, final reques
40705,metallic navy peach steel almond,Manufacturer#2,Brand#22,MEDIUM BURNISHED STEEL,1,JUMBO CASE,1645.70,its! furiously final 
40706,midnight pale sienna linen plum,Manufacturer#5,Brand#52,LARGE BURNISHED NICKEL,18,WRAP CAN,1646.70,kages. 
40707,forest turquoise maroon navajo sienna,Manufacturer#5,Brand#54,PROMO BRUSHED STEEL,22,LG PKG,1647.70, among the
40708,rosy ivory maroon peach sienna,Manufacturer#3,Brand#32,STANDARD PLATED STEEL,37,JUMBO CASE,1648.70,ously even deposits h
40709,navajo almond moccasin peru burlywood,Manufacturer#1,Brand#11,SMALL POLISHED TIN,26,JUMBO DRUM,1649.70,inal theodo
40710,slate ghost red lace beige,Manufacturer#4,Brand#43,MEDIUM POLISHED TIN,45,LG BOX,1650.71, ironic instru
40711,maroon moccasin peru drab yellow,Manufacturer#3,Brand#34,ECONOMY BURNISHED NICKEL,19,JUMBO JAR,1651.71,n pinto beans. s
40712,dim sienna slate lawn firebrick,Manufacturer#2,Brand#22,PROMO ANODIZED NICKEL,35,MED PKG,1652.71, the carefully ironic
40713,brown rosy green bisque wheat,Manufacturer#3,Brand#32,ECONOMY PLATED NICKEL,35,JUMBO DRUM,1653.71,s. slyly ironic p
40714,magenta ivory honeydew thistle cyan,Manufacturer#2,Brand#23,PROMO ANODIZED TIN,44,LG CAN,1654.71,ly fin
40715,sky lace puff spring mint,Manufacturer#1,Brand#15,PROMO BURNISHED TIN,16,WRAP PKG,1655.71, the blithely final p
40716,seashell royal beige tomato lemon,Manufacturer#3,Brand#33,PROMO ANODIZED COPPER,14,SM CAN,1656.71,ss pa
40717,ghost lemon tan misty almond,Manufacturer#2,Brand#23,MEDIUM ANODIZED STEEL,15,SM DRUM,1657.71,y exp
40718,saddle lavender forest papaya midnight,Manufacturer#4,Brand#45,PROMO PLATED STEEL,20,MED BOX,1658.71,dly unusual dep
40719,dark snow dodger wheat blush,Manufacturer#1,Brand#12,PROMO BURNISHED COPPER,8,MED CASE,1659.71,"ss, furious "
40720,seashell violet lawn salmon khaki,Manufacturer#5,Brand#53,MEDIUM BRUSHED NICKEL,1,MED JAR,1660.72,o beans. ruthle
40721,bisque spring pale peru dark,Manufacturer#5,Brand#55,MEDIUM BURNISHED STEEL,27,JUMBO JAR,1661.72,e quickly dolphins. q
40722,burlywood lawn antique burnished purple,Manufacturer#1,Brand#12,STANDARD PLATED STEEL,33,WRAP BAG,1662.72,ts doze slyly about
40723,maroon pale lemon misty seashell,Manufacturer#5,Brand#52,MEDIUM PLATED BRASS,14,MED BAG,1663.72,ounts w
40724,blush floral almond blanched linen,Manufacturer#2,Brand#21,MEDIUM ANODIZED TIN,22,MED PKG,1664.72,al packages are flu
40725,indian cream turquoise bisque lime,Manufacturer#5,Brand#55,ECONOMY BRUSHED COPPER,47,MED PACK,1665.72,alms wake bold ideas
40726,burnished blanched navajo midnight frosted,Manufacturer#3,Brand#32,STANDARD BRUSHED COPPER,14,MED PKG,1666.72,nts r
40727,blanched pale light white indian,Manufacturer#1,Brand#15,SMALL BURNISHED STEEL,15,WRAP BAG,1667.72,"il the bold, reg"
40728,magenta cornflower indian peach cornsilk,Manufacturer#3,Brand#33,LARGE ANODIZED COPPER,4,MED JAR,1668.72,kages
40729,burlywood seashell peru orchid wheat,Manufacturer#1,Brand#12,ECONOMY ANODIZED TIN,4,SM CASE,1669.72,"the ironic,"
40730,orange tomato spring orchid royal,Manufacturer#2,Brand#21,SMALL PLATED BRASS,14,WRAP JAR,1670.73, slyly carefully rut
40731,indian cream cyan brown linen,Manufacturer#5,Brand#53,STANDARD POLISHED STEEL,16,JUMBO CAN,1671.73,"y. ironic, final"
40732,azure royal orchid rose puff,Manufacturer#1,Brand#14,ECONOMY ANODIZED NICKEL,48,MED CAN,1672.73,es hang blithe
40733,chocolate chiffon sky light goldenrod,Manufacturer#2,Brand#24,PROMO PLATED TIN,28,SM CAN,1673.73,ld packages wake 
40734,dark steel bisque powder royal,Manufacturer#4,Brand#45,LARGE PLATED COPPER,9,MED CAN,1674.73,even r
40735,moccasin lawn royal pink cream,Manufacturer#5,Brand#54,LARGE BRUSHED NICKEL,17,SM CASE,1675.73,t packages! fo
40736,grey peru orange drab lace,Manufacturer#3,Brand#33,ECONOMY BRUSHED STEEL,35,JUMBO CAN,1676.73,c accounts. 
40737,smoke dodger cornflower seashell cream,Manufacturer#2,Brand#23,STANDARD BURNISHED BRASS,43,SM CASE,1677.73,es. a
40738,blue metallic almond aquamarine brown,Manufacturer#5,Brand#52,PROMO BRUSHED STEEL,10,MED DRUM,1678.73, ironic account
40739,navajo pink peach indian sienna,Manufacturer#3,Brand#32,PROMO BURNISHED COPPER,19,JUMBO JAR,1679.73,haggle blithe
40740,wheat thistle floral steel tan,Manufacturer#4,Brand#42,ECONOMY PLATED TIN,34,SM PKG,1680.74, accounts.
40741,chartreuse deep lavender frosted purple,Manufacturer#5,Brand#53,LARGE BRUSHED STEEL,48,SM CAN,1681.74,sly busy pearls
40742,moccasin blush midnight magenta purple,Manufacturer#4,Brand#43,SMALL POLISHED BRASS,19,MED DRUM,1682.74,tainments use
40743,peach deep magenta blush black,Manufacturer#1,Brand#11,PROMO BRUSHED STEEL,27,SM CASE,1683.74,lyly about the idl
40744,misty plum dim navajo seashell,Manufacturer#5,Brand#54,PROMO ANODIZED STEEL,26,SM CASE,1684.74,accou
40745,lawn burnished wheat slate cornsilk,Manufacturer#5,Brand#52,PROMO BURNISHED BRASS,35,WRAP PKG,1685.74,e besi
40746,rose beige lemon steel khaki,Manufacturer#3,Brand#32,ECONOMY POLISHED COPPER,43,SM CAN,1686.74, sleep acro
40747,peru tan red firebrick tomato,Manufacturer#2,Brand#22,SMALL ANODIZED STEEL,8,JUMBO DRUM,1687.74,kly regular i
40748,beige linen navajo dark burnished,Manufacturer#1,Brand#14,SMALL BURNISHED NICKEL,47,MED PKG,1688.74, breach across
40749,orchid blush azure aquamarine medium,Manufacturer#4,Brand#45,ECONOMY ANODIZED COPPER,36,MED PACK,1689.74,ang b
40750,smoke navy violet turquoise rosy,Manufacturer#2,Brand#21,PROMO BURNISHED BRASS,41,JUMBO JAR,1690.75,press excuses around t
40751,thistle sky lace deep dim,Manufacturer#5,Brand#52,LARGE PLATED TIN,38,MED BOX,1691.75,quickly final request
40752,drab chiffon lace ghost black,Manufacturer#3,Brand#31,LARGE PLATED TIN,38,MED CAN,1692.75,carefully e
40753,cornflower orange magenta smoke honeydew,Manufacturer#5,Brand#53,ECONOMY BRUSHED NICKEL,43,LG JAR,1693.75,l accounts 
40754,lime white smoke drab blanched,Manufacturer#2,Brand#25,PROMO BURNISHED COPPER,12,SM CASE,1694.75,ng the requests. care
40755,sandy snow yellow salmon lime,Manufacturer#3,Brand#34,STANDARD BRUSHED NICKEL,37,SM CASE,1695.75,uriously above the
40756,purple lemon thistle moccasin ghost,Manufacturer#5,Brand#55,PROMO POLISHED STEEL,45,MED CASE,1696.75,wind b
40757,dodger firebrick rose lawn cornsilk,Manufacturer#1,Brand#12,PROMO BRUSHED TIN,46,SM BOX,1697.75,lly express requests 
40758,ghost goldenrod black beige orange,Manufacturer#2,Brand#22,MEDIUM PLATED TIN,47,WRAP PKG,1698.75,ackage
40759,orchid deep wheat purple forest,Manufacturer#1,Brand#15,PROMO BURNISHED TIN,46,SM PACK,1699.75,r dep
40760,dark ivory maroon sandy navy,Manufacturer#5,Brand#54,SMALL POLISHED TIN,32,JUMBO BAG,1700.76,ests use slyly regu
40761,cyan almond turquoise burlywood plum,Manufacturer#3,Brand#35,SMALL POLISHED COPPER,13,LG JAR,1701.76,furiously regular 
40762,rosy seashell navy lavender sandy,Manufacturer#5,Brand#51,ECONOMY PLATED NICKEL,27,JUMBO CASE,1702.76,quests wake in
40763,black firebrick grey misty cornsilk,Manufacturer#4,Brand#45,PROMO BRUSHED TIN,30,LG BOX,1703.76,yly bold deposit
40764,indian firebrick medium ivory dodger,Manufacturer#4,Brand#41,ECONOMY BURNISHED COPPER,11,JUMBO JAR,1704.76,re carefully along t
40765,steel salmon peru sky pale,Manufacturer#5,Brand#53,ECONOMY POLISHED STEEL,41,MED JAR,1705.76,slyly carefully 
40766,red deep salmon white ghost,Manufacturer#4,Brand#45,STANDARD POLISHED STEEL,35,MED BAG,1706.76,ackag
40767,violet bisque indian powder cornsilk,Manufacturer#5,Brand#55,STANDARD ANODIZED TIN,5,JUMBO CASE,1707.76,nstruc
40768,coral saddle puff bisque rose,Manufacturer#2,Brand#25,ECONOMY POLISHED NICKEL,19,WRAP PACK,1708.76, are furiously slyly 
40769,chocolate dark orchid sienna indian,Manufacturer#1,Brand#11,PROMO BURNISHED BRASS,43,SM CASE,1709.76,ly above 
40770,sienna honeydew linen salmon chiffon,Manufacturer#2,Brand#25,SMALL POLISHED COPPER,5,LG CASE,1710.77, solv
40771,frosted wheat sienna honeydew yellow,Manufacturer#1,Brand#13,LARGE ANODIZED BRASS,10,WRAP DRUM,1711.77,lyly special deposits 
40772,sienna pale blush seashell chiffon,Manufacturer#1,Brand#13,SMALL ANODIZED BRASS,16,LG BAG,1712.77,s above the furiou
40773,midnight purple olive slate orchid,Manufacturer#1,Brand#12,SMALL BURNISHED STEEL,9,LG DRUM,1713.77,e ironic account
40774,blue bisque sky goldenrod blanched,Manufacturer#3,Brand#35,SMALL PLATED COPPER,25,JUMBO JAR,1714.77,dencies w
40775,lemon blanched cornsilk misty smoke,Manufacturer#3,Brand#34,PROMO ANODIZED NICKEL,2,JUMBO CASE,1715.77,ironic accounts use
40776,papaya lawn slate royal smoke,Manufacturer#3,Brand#35,STANDARD ANODIZED COPPER,22,JUMBO JAR,1716.77, pains above t
40777,blanched seashell violet chocolate rosy,Manufacturer#1,Brand#15,LARGE PLATED TIN,37,SM CASE,1717.77,ounts are 
40778,beige puff dim cyan navajo,Manufacturer#2,Brand#22,ECONOMY PLATED COPPER,31,MED PACK,1718.77,yly final i
40779,blush azure green antique tan,Manufacturer#3,Brand#32,STANDARD BRUSHED NICKEL,8,LG PACK,1719.77,re. carefully even 
40780,azure dodger pink firebrick olive,Manufacturer#4,Brand#43,LARGE PLATED BRASS,32,WRAP BOX,1720.78,ven deposits. 
40781,peru orchid powder lavender peach,Manufacturer#1,Brand#12,MEDIUM PLATED STEEL,10,MED PKG,1721.78,cording to the
40782,violet light maroon peru antique,Manufacturer#5,Brand#54,MEDIUM BRUSHED STEEL,43,SM DRUM,1722.78,ggle slyly among
40783,deep pink papaya dim burnished,Manufacturer#5,Brand#55,STANDARD BURNISHED STEEL,42,LG BOX,1723.78,. slyly regu
40784,thistle plum midnight pale smoke,Manufacturer#1,Brand#14,MEDIUM ANODIZED COPPER,23,LG BOX,1724.78,jole busily. even ide
40785,turquoise grey orange tan bisque,Manufacturer#2,Brand#21,SMALL ANODIZED BRASS,42,SM PACK,1725.78,sly above the blithe
40786,metallic orange pink tomato light,Manufacturer#3,Brand#33,MEDIUM BURNISHED TIN,21,MED BOX,1726.78,"l, ironic packag"
40787,smoke gainsboro metallic pink salmon,Manufacturer#5,Brand#52,SMALL PLATED NICKEL,50,MED DRUM,1727.78,ly regu
40788,saddle smoke mint sandy violet,Manufacturer#1,Brand#13,LARGE ANODIZED COPPER,26,MED BOX,1728.78,. unusual ideas
40789,misty coral light burnished powder,Manufacturer#2,Brand#23,STANDARD POLISHED COPPER,5,LG PACK,1729.78,regular packages se
40790,papaya indian slate misty orchid,Manufacturer#3,Brand#34,ECONOMY PLATED NICKEL,1,SM DRUM,1730.79,ly ironic acc
40791,sienna goldenrod dark wheat snow,Manufacturer#3,Brand#32,ECONOMY BRUSHED NICKEL,38,WRAP CASE,1731.79, pack
40792,green seashell royal mint chiffon,Manufacturer#5,Brand#52,ECONOMY ANODIZED NICKEL,1,MED PKG,1732.79,ts use car
40793,tan puff goldenrod snow lavender,Manufacturer#4,Brand#45,SMALL PLATED NICKEL,14,WRAP PKG,1733.79, ironic dependenci
40794,bisque aquamarine saddle drab red,Manufacturer#4,Brand#44,LARGE PLATED NICKEL,45,JUMBO DRUM,1734.79,blithely special de
40795,metallic chartreuse light royal olive,Manufacturer#2,Brand#22,ECONOMY BRUSHED BRASS,35,MED BOX,1735.79,eep furiously s
40796,goldenrod yellow blanched burlywood hot,Manufacturer#1,Brand#11,LARGE BRUSHED STEEL,16,MED CAN,1736.79,out th
40797,spring navy chiffon lime chartreuse,Manufacturer#3,Brand#34,PROMO BRUSHED STEEL,35,WRAP CAN,1737.79,foxes use quickly.
40798,forest pink steel sandy chocolate,Manufacturer#3,Brand#33,SMALL POLISHED NICKEL,42,MED JAR,1738.79,he slyly fina
40799,saddle rosy hot cornsilk coral,Manufacturer#5,Brand#54,LARGE PLATED STEEL,9,JUMBO DRUM,1739.79,the deposits cajole ca
40800,puff lime firebrick snow lavender,Manufacturer#3,Brand#31,PROMO ANODIZED COPPER,5,LG CAN,1740.80, slyly r
40801,burlywood saddle rose lawn smoke,Manufacturer#4,Brand#41,PROMO ANODIZED NICKEL,2,WRAP DRUM,1741.80,s haggle after 
40802,hot sandy tomato lace drab,Manufacturer#4,Brand#43,LARGE BRUSHED COPPER,47,JUMBO BOX,1742.80,ep silen
40803,navy sandy hot snow cream,Manufacturer#2,Brand#24,LARGE PLATED NICKEL,13,SM DRUM,1743.80,ss packag
40804,peru orange cornsilk salmon smoke,Manufacturer#1,Brand#12,ECONOMY POLISHED TIN,20,WRAP PACK,1744.80,l accounts. carefully 
40805,maroon light tan tomato magenta,Manufacturer#4,Brand#41,PROMO BRUSHED BRASS,14,MED CASE,1745.80, carefully speci
40806,firebrick lime rosy maroon pale,Manufacturer#4,Brand#41,ECONOMY ANODIZED TIN,31,MED PACK,1746.80,er the flu
40807,thistle lemon purple lime maroon,Manufacturer#4,Brand#43,PROMO POLISHED COPPER,28,LG PKG,1747.80,oss t
40808,gainsboro hot olive dodger forest,Manufacturer#2,Brand#22,SMALL ANODIZED TIN,2,SM JAR,1748.80,unusual ideas a
40809,plum wheat blue white dark,Manufacturer#4,Brand#44,MEDIUM POLISHED BRASS,41,LG JAR,1749.80,its. blithel
40810,black puff navajo brown burlywood,Manufacturer#4,Brand#43,STANDARD POLISHED NICKEL,35,LG PKG,1750.81,dependenci
40811,azure sky frosted grey papaya,Manufacturer#3,Brand#32,LARGE PLATED COPPER,46,LG BAG,1751.81,iments sleep 
40812,steel floral almond slate tan,Manufacturer#3,Brand#32,LARGE POLISHED COPPER,29,WRAP JAR,1752.81,. slyly
40813,navy saddle turquoise deep beige,Manufacturer#4,Brand#41,MEDIUM PLATED STEEL,32,LG PKG,1753.81,ress depende
40814,misty dark chocolate drab beige,Manufacturer#1,Brand#14,PROMO BURNISHED STEEL,36,LG PKG,1754.81, careful
40815,slate goldenrod lime drab linen,Manufacturer#2,Brand#21,SMALL BRUSHED TIN,22,SM CASE,1755.81,ackages among the 
40816,royal medium cream black deep,Manufacturer#4,Brand#43,ECONOMY BURNISHED NICKEL,13,MED PKG,1756.81, quickly 
40817,navajo salmon dim light chocolate,Manufacturer#1,Brand#13,PROMO POLISHED BRASS,30,MED CASE,1757.81, wake acco
40818,orchid ghost olive sandy burlywood,Manufacturer#2,Brand#23,LARGE ANODIZED TIN,46,SM PACK,1758.81,". even, regular"
40819,midnight mint grey aquamarine medium,Manufacturer#4,Brand#45,LARGE BRUSHED COPPER,49,MED PACK,1759.81,ake. 
40820,firebrick ghost forest lawn chartreuse,Manufacturer#4,Brand#42,LARGE BURNISHED BRASS,3,JUMBO CASE,1760.82, blithely aga
40821,lace linen thistle dark burlywood,Manufacturer#1,Brand#13,LARGE ANODIZED NICKEL,39,JUMBO CASE,1761.82,iously beh
40822,powder indian mint tan purple,Manufacturer#3,Brand#35,STANDARD ANODIZED BRASS,30,WRAP BAG,1762.82,. quickl
